,index,SUBJECT,Subject,Measure,Frequency,Unit,Reference Period,Level,Name
149,120668,LRAC25TT,Labour Force Survey - quarterly rates > Activity rate > Aged 25-54 > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 25-54 All persons
150,121489,LRAC55FE,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 55-64 Females
151,122310,LRAC55FE,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 55-64 Females
152,122867,LRAC55MA,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > Males,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 55-64 Males
153,123688,LRAC55MA,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > Males,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 55-64 Males
154,124245,LRAC55TT,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > All persons,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 55-64 All persons
155,125066,LRAC55TT,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 55-64 All persons
156,125623,LRAC64FE,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-64 Females
157,126444,LRAC64FE,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-64 Females
158,127001,LRAC64MA,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > Males,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-64 Males
159,127822,LRAC64MA,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > Males,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-64 Males
160,128379,LRAC64TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > All persons,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-64 All persons
161,129200,LRAC64TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-64 All persons
162,129757,LRAC74FE,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-74 Females
163,130266,LRAC74FE,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-74 Females
164,130775,LRAC74MA,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > Males,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-74 Males
165,131284,LRAC74MA,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > Males,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-74 Males
166,131793,LRAC74TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > All persons,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-74 All persons
167,132302,LRAC74TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15-74 All persons
168,132811,LRACTTFE,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15 and over Females
169,133632,LRACTTFE,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15 and over Females
170,134453,LRACTTMA,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > Males,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15 and over Males
171,135274,LRACTTMA,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > Males,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15 and over Males
172,136095,LRACTTTT,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > All persons,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15 and over All persons
173,136916,LRACTTTT,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Activity rate Aged 15 and over All persons
174,137737,LREM24FE,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-24 Females
175,138558,LREM24FE,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-24 Females
176,139115,LREM24MA,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > Males,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-24 Males
177,139936,LREM24MA,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > Males,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-24 Males
178,140493,LREM24TT,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > All persons,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-24 All persons
179,141314,LREM24TT,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-24 All persons
180,141871,LREM25FE,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 25-54 Females
181,142692,LREM25FE,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 25-54 Females
182,143249,LREM25MA,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > Males,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 25-54 Males
183,144070,LREM25MA,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > Males,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 25-54 Males
184,144627,LREM25TT,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > All persons,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 25-54 All persons
185,145448,LREM25TT,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 25-54 All persons
186,146005,LREM55FE,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 55-64 Females
187,146826,LREM55FE,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 55-64 Females
188,147383,LREM55MA,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > Males,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 55-64 Males
189,148204,LREM55MA,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > Males,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 55-64 Males
190,148761,LREM55TT,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > All persons,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 55-64 All persons
191,149582,LREM55TT,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > All persons,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 55-64 All persons
192,150139,LREM64FE,Labour Force Survey - quarterly rates > Employment rate > Aged 15-64 > Females,"Level, rate or national currency",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-64 Females
193,150960,LREM64FE,Labour Force Survey - quarterly rates > Employment rate > Aged 15-64 > Females,"Level, rate or national currency, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly rates,Labour Force Survey - quarterly rates Employment rate Aged 15-64 Females
